# Weather station Albury (airport), Australia, WMO_ID=95896,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95896&lang=en
#
"Local time in Albury (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.05.2018 23:00";"6.0";"750.8";"765.7";"-0.5";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"28.05.2018 21:00";"7.8";"751.3";"766.2";"0.3";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"No precipitation";"6";"";"";"";"";
"28.05.2018 20:00";"9.0";"751.3";"766.1";"0.5";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"28.05.2018 18:00";"12.4";"751.0";"765.8";"-0.2";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"28.05.2018 17:00";"16.5";"750.8";"765.7";"-0.8";"56";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"28.05.2018 15:00";"18.6";"751.2";"766.0";"-1.8";"50";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"No precipitation";"6";"";"";"";"";
"28.05.2018 14:00";"18.4";"751.6";"766.5";"-2.3";"49";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"28.05.2018 12:00";"15.7";"753.0";"767.9";"-1.2";"68";"Wind blowing from the east";"3";"";"";"";" ";"";"";"5.7";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"28.05.2018 11:00";"14.1";"753.9";"768.8";"-0.1";"76";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"28.05.2018 09:00";"9.6";"754.2";"769.1";"0.7";"100";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"No precipitation";"24";"";"";"";"";
"28.05.2018 08:00";"8.0";"754.0";"768.9";"0.5";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"28.05.2018 06:00";"6.7";"753.5";"768.4";"-0.2";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.7";"";"";"";"";"";"";
"28.05.2018 05:00";"6.7";"753.5";"768.4";"-0.4";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"28.05.2018 03:00";"6.6";"753.7";"768.6";"-0.3";"99";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"6.5";"No precipitation";"6";"";"";"";"";
"28.05.2018 02:00";"6.5";"753.9";"768.8";"-0.5";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"28.05.2018 00:00";"6.5";"754.0";"769.0";"-0.7";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"17.6";"";"";"2500 or more, or no clouds.";"";"";"";"6.1";"";"";"";"";"";"";
"27.05.2018 23:00";"6.7";"754.4";"769.3";"-0.2";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"27.05.2018 21:00";"8.1";"754.7";"769.6";"0.4";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"27.05.2018 20:00";"8.6";"754.6";"769.6";"0.5";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.05.2018 18:00";"11.4";"754.3";"769.3";"0.1";"80";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.1";"";"";"";"";"";"";
"27.05.2018 17:00";"14.7";"754.1";"769.0";"-0.4";"69";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"27.05.2018 15:00";"17.1";"754.2";"769.1";"-1.3";"61";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"27.05.2018 14:00";"17.5";"754.5";"769.4";"-1.7";"56";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"27.05.2018 12:00";"15.3";"755.5";"770.4";"-1.2";"65";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"4.8";"";"";"";"2000-2500";"";"";"";"8.8";"";"";"";"";"";"";
"27.05.2018 11:00";"14.2";"756.2";"771.2";"-0.2";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"27.05.2018 09:00";"9.7";"756.7";"771.7";"0.9";"93";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"8.6";"No precipitation";"24";"";"";"";"";
"27.05.2018 08:00";"7.3";"756.4";"771.4";"1.0";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"27.05.2018 06:00";"5.7";"755.8";"770.8";"0.6";"99";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.6";"";"";"";"";"";"";
"27.05.2018 05:00";"6.5";"755.4";"770.3";"-0.1";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"27.05.2018 03:00";"5.8";"755.2";"770.1";"-0.9";"98";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.5";"No precipitation";"6";"";"";"";"";
"27.05.2018 02:00";"5.8";"755.5";"770.4";"-0.6";"96";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"27.05.2018 00:00";"7.0";"756.1";"771.1";"-0.1";"94";"Wind blowing from the north-northwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"19.8";"";"";"2000-2500";"";"";"";"6.1";"";"";"";"";"";"";
"26.05.2018 23:00";"6.8";"756.1";"771.1";"0.0";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"26.05.2018 21:00";"8.7";"756.2";"771.2";"1.0";"87";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"No precipitation";"6";"";"";"";"";
"26.05.2018 20:00";"9.0";"756.1";"771.1";"1.0";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"26.05.2018 18:00";"12.0";"755.2";"770.1";"0.0";"72";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"26.05.2018 17:00";"16.2";"755.1";"770.0";"-0.3";"58";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"26.05.2018 15:00";"19.5";"755.2";"770.1";"-1.5";"48";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"26.05.2018 14:00";"18.8";"755.4";"770.3";"-2.1";"48";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"26.05.2018 12:00";"16.2";"756.7";"771.7";"-1.0";"58";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"1.4";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"26.05.2018 11:00";"13.1";"757.5";"772.5";"0.1";"68";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"26.05.2018 09:00";"7.6";"757.7";"772.7";"0.7";"92";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"No precipitation";"24";"";"";"";"";
"26.05.2018 08:00";"3.7";"757.4";"772.4";"0.6";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"26.05.2018 06:00";"2.2";"757.0";"772.0";"0.6";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"1.0";"1.9";"";"";"";"";"";"";
"26.05.2018 05:00";"3.0";"756.8";"771.8";"0.6";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"26.05.2018 03:00";"3.4";"756.4";"771.4";"-0.2";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"No precipitation";"6";"";"";"";"";
"26.05.2018 02:00";"3.5";"756.2";"771.2";"-0.3";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"26.05.2018 00:00";"4.4";"756.6";"771.6";"0.4";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"19.3";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"25.05.2018 23:00";"5.8";"756.5";"771.5";"0.5";"91";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"25.05.2018 21:00";"6.8";"756.2";"771.2";"1.2";"87";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"No precipitation";"6";"";"";"";"";
"25.05.2018 20:00";"7.3";"756.0";"771.0";"1.4";"84";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"25.05.2018 18:00";"12.0";"755.0";"769.9";"0.2";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"25.05.2018 17:00";"15.3";"754.6";"769.5";"-0.3";"56";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"25.05.2018 15:00";"18.1";"754.8";"769.7";"-1.1";"45";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"25.05.2018 14:00";"17.8";"754.9";"769.8";"-1.8";"44";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"25.05.2018 12:00";"16.0";"755.9";"770.9";"-0.8";"53";"Wind blowing from the south";"1";"";"";"";" ";"";"";"2.1";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"25.05.2018 11:00";"14.0";"756.7";"771.7";"0.4";"59";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"25.05.2018 09:00";"8.7";"756.7";"771.7";"1.2";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"No precipitation";"24";"";"";"";"";
"25.05.2018 08:00";"4.0";"756.3";"771.3";"1.1";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"25.05.2018 06:00";"3.2";"755.5";"770.4";"0.6";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"25.05.2018 05:00";"2.7";"755.2";"770.2";"0.3";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"25.05.2018 03:00";"4.6";"754.9";"769.9";"0.0";"99";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
"25.05.2018 02:00";"3.6";"754.9";"769.8";"0.2";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"25.05.2018 00:00";"3.4";"754.9";"769.9";"0.3";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"18.2";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"24.05.2018 23:00";"5.2";"754.7";"769.6";"0.5";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"24.05.2018 21:00";"6.3";"754.6";"769.5";"1.3";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"No precipitation";"6";"";"";"";"";
"24.05.2018 20:00";"7.4";"754.2";"769.1";"1.1";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"24.05.2018 18:00";"11.7";"753.3";"768.2";"0.7";"72";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"24.05.2018 17:00";"13.9";"753.1";"768.0";"0.0";"61";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"24.05.2018 15:00";"16.9";"752.6";"767.5";"-1.6";"52";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"24.05.2018 14:00";"16.8";"753.1";"768.0";"-1.8";"53";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"24.05.2018 12:00";"12.4";"754.2";"769.1";"-0.7";"84";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"2.6";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"24.05.2018 11:00";"9.2";"754.9";"769.8";"0.2";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"24.05.2018 09:00";"6.8";"754.9";"769.9";"0.9";"100";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"6.8";"No precipitation";"24";"";"";"";"";
"24.05.2018 08:00";"6.0";"754.7";"769.6";"1.1";"100";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"24.05.2018 06:00";"3.1";"754.0";"768.9";"0.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"24.05.2018 05:00";"3.7";"753.6";"768.5";"-0.1";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"24.05.2018 03:00";"5.2";"753.7";"768.6";"-0.3";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"No precipitation";"6";"";"";"";"";
"24.05.2018 02:00";"5.4";"753.7";"768.7";"-0.6";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"24.05.2018 00:00";"7.5";"754.0";"769.0";"-0.3";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"16.9";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"23.05.2018 23:00";"9.7";"754.3";"769.2";"0.0";"84";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"23.05.2018 21:00";"12.6";"754.3";"769.3";"0.3";"74";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"23.05.2018 20:00";"13.2";"754.3";"769.2";"0.3";"75";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"23.05.2018 18:00";"13.8";"754.0";"768.9";"-0.1";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.5";"";"";"";"";"";"";
"23.05.2018 17:00";"14.5";"754.0";"768.9";"-0.3";"71";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.05.2018 15:00";"16.1";"754.1";"769.0";"-1.2";"65";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"23.05.2018 14:00";"15.2";"754.3";"769.3";"-1.5";"71";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"23.05.2018 12:00";"13.1";"755.3";"770.2";"-0.4";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"6.6";"";"";"";"300-600";"";"";"";"11.2";"";"";"";"";"";"";
"23.05.2018 11:00";"12.7";"755.8";"770.8";"0.2";"97";"Wind blowing from the south-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"23.05.2018 09:00";"10.6";"755.7";"770.6";"1.0";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.5";"10.6";"No precipitation";"24";"";"";"";"";
"23.05.2018 08:00";"9.8";"755.6";"770.5";"1.4";"100";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"23.05.2018 06:00";"9.7";"754.7";"769.6";"0.7";"100";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"6.0";"9.7";"";"";"";"";"";"";
"23.05.2018 05:00";"9.8";"754.2";"769.1";"0.2";"100";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"23.05.2018 03:00";"7.4";"754.0";"768.9";"0.1";"100";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"1.5";"7.4";"No precipitation";"6";"";"";"";"";
"23.05.2018 02:00";"8.3";"754.0";"769.0";"0.0";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"23.05.2018 00:00";"11.7";"753.9";"768.8";"0.3";"95";"Wind blowing from the west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"19.0";"";"";"300-600";"";"";"";"10.9";"";"";"";"";"";"";
"22.05.2018 23:00";"12.7";"754.0";"768.9";"0.3";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"22.05.2018 21:00";"14.5";"753.6";"768.5";"0.4";"79";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"22.05.2018 20:00";"14.6";"753.7";"768.6";"0.8";"77";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"22.05.2018 18:00";"15.6";"753.2";"768.1";"0.6";"70";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"10.2";"";"";"";"";"";"";
"22.05.2018 17:00";"16.1";"752.9";"767.8";"0.2";"66";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"22.05.2018 15:00";"17.9";"752.6";"767.5";"-0.7";"56";"Wind blowing from the west-southwest";"6";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.0";"No precipitation";"6";"";"";"";"";
"22.05.2018 14:00";"18.3";"752.7";"767.6";"-0.9";"56";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"22.05.2018 12:00";"16.8";"753.3";"768.2";"-0.4";"60";"Wind blowing from the south-west";"5";"";"";"50%.";" ";"";"";"10.5";"";"";"";"600-1000";"";"";"";"9.0";"";"";"";"";"";"";
"22.05.2018 11:00";"15.9";"753.6";"768.5";"0.2";"65";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"22.05.2018 09:00";"12.5";"753.7";"768.7";"0.8";"77";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.6";"No precipitation";"24";"";"";"";"";
"22.05.2018 08:00";"12.2";"753.4";"768.3";"0.6";"79";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"22.05.2018 06:00";"12.0";"752.9";"767.8";"0.2";"77";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.1";"";"";"";"";"";"";
"22.05.2018 05:00";"12.0";"752.8";"767.8";"0.3";"76";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"22.05.2018 03:00";"11.9";"752.7";"767.6";"-0.1";"80";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"22.05.2018 02:00";"12.0";"752.5";"767.4";"-0.3";"81";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"22.05.2018 00:00";"11.1";"752.8";"767.7";"-0.2";"85";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"17.9";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"21.05.2018 23:00";"12.2";"752.8";"767.7";"0.0";"78";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"21.05.2018 21:00";"13.9";"753.0";"767.9";"0.5";"68";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"21.05.2018 20:00";"13.7";"752.8";"767.8";"0.7";"67";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"21.05.2018 18:00";"14.1";"752.5";"767.4";"1.1";"64";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.4";"";"";"";"";"";"";
"21.05.2018 17:00";"14.6";"752.1";"767.0";"0.8";"61";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"21.05.2018 15:00";"16.1";"751.4";"766.3";"-0.8";"53";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"6.5";"No precipitation";"6";"";"";"";"";
"21.05.2018 14:00";"16.3";"751.3";"766.2";"-1.2";"50";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"21.05.2018 12:00";"15.3";"752.2";"767.1";"-0.3";"60";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"9.1";"";"";"";"1000-1500";"";"";"";"7.6";"";"";"";"";"";"";
"21.05.2018 11:00";"15.7";"752.5";"767.4";"0.3";"62";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"21.05.2018 09:00";"12.6";"752.5";"767.5";"0.6";"82";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"";"9.6";"No precipitation";"24";"";"";"";"";
"21.05.2018 08:00";"11.9";"752.2";"767.2";"0.6";"86";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"21.05.2018 06:00";"12.0";"751.9";"766.7";"-0.3";"87";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.9";"";"";"";"";"";"";
"21.05.2018 05:00";"11.9";"751.6";"766.5";"-0.8";"88";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"21.05.2018 03:00";"11.7";"752.2";"767.1";"-0.5";"91";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"21.05.2018 02:00";"11.8";"752.4";"767.3";"-0.4";"90";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"21.05.2018 00:00";"12.5";"752.7";"767.6";"-0.1";"86";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"15.0";"";"";"1000-1500";"";"";"";"10.2";"";"";"";"";"";"";
"20.05.2018 23:00";"10.2";"752.8";"767.7";"-0.2";"99";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"20.05.2018 21:00";"11.1";"752.8";"767.8";"0.1";"95";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"20.05.2018 20:00";"11.3";"753.0";"767.9";"0.5";"94";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"20.05.2018 18:00";"13.1";"752.7";"767.6";"0.6";"77";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.2";"";"";"";"";"";"";
"20.05.2018 17:00";"13.6";"752.5";"767.4";"0.6";"72";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"20.05.2018 15:00";"14.0";"752.1";"767.0";"-0.8";"67";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.0";"No precipitation";"6";"";"";"";"";
