# Weather station Launceston (airport), Australia, WMO_ID=95966,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95966&lang=en
#
"Local time in Launceston (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.04.2018 03:00";"10.8";"751.6";"766.7";"0.2";"79";"Wind blowing from the west";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"10.04.2018 02:00";"10.8";"751.5";"766.6";"0.1";"79";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.04.2018 01:00";"11.9";"751.6";"766.7";"0.1";"74";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"10.04.2018 00:00";"11.4";"751.4";"766.6";"0.1";"77";"Wind blowing from the north-northeast";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"19.2";"";"";"600-1000";"";"";"";"7.5";"";"";"";"";"";"";
"09.04.2018 23:00";"12.1";"751.4";"766.6";"0.4";"74";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"09.04.2018 22:00";"12.2";"751.5";"766.6";"0.8";"73";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"09.04.2018 21:00";"12.2";"751.3";"766.4";"1.2";"72";"Wind blowing from the south-southeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"09.04.2018 20:00";"11.6";"751.0";"766.2";"1.0";"74";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"09.04.2018 19:00";"12.2";"750.7";"765.8";"0.9";"71";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"09.04.2018 18:00";"12.7";"750.1";"765.2";"0.6";"69";"Wind blowing from the south";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.0";"";"";"";"";"";"";
"09.04.2018 17:00";"15.1";"750.0";"765.1";"0.6";"59";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"09.04.2018 16:00";"16.4";"749.8";"764.9";"0.4";"54";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"09.04.2018 15:00";"18.0";"749.5";"764.7";"0.3";"53";"Wind blowing from the south-southeast";"8";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.3";"No precipitation";"6";"";"";"";"";
"09.04.2018 14:00";"18.3";"749.4";"764.5";"0.5";"47";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"09.04.2018 13:00";"18.3";"749.4";"764.5";"0.7";"48";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"09.04.2018 12:00";"17.9";"749.2";"764.3";"1.2";"51";"Wind blowing from the south-east";"8";"";"";"";"No significant weather observed. ";"";"";"8.5";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"09.04.2018 11:00";"17.0";"748.9";"764.1";"1.8";"60";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"09.04.2018 10:00";"16.7";"748.7";"763.9";"2.8";"63";"Wind blowing from the south-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"09.04.2018 09:00";"14.9";"748.0";"763.0";"2.9";"81";"Wind blowing from the south-east";"6";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"11.7";"No precipitation";"24";"";"";"";"";
"09.04.2018 08:00";"12.8";"747.1";"762.1";"2.9";"84";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"09.04.2018 07:00";"9.5";"745.9";"760.9";"2.2";"94";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"09.04.2018 06:00";"8.9";"745.1";"760.2";"1.8";"95";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"9.0";"8.1";"";"";"";"";"";"";
"09.04.2018 05:00";"10.5";"744.2";"759.2";"1.4";"95";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"09.04.2018 04:00";"10.2";"743.7";"758.7";"1.0";"92";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"09.04.2018 03:00";"12.1";"743.3";"758.3";"0.6";"90";"Wind blowing from the north-northwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"09.04.2018 02:00";"13.2";"742.8";"757.8";"0.5";"86";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"09.04.2018 01:00";"13.5";"742.7";"757.7";"0.3";"87";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"09.04.2018 00:00";"14.2";"742.7";"757.7";"0.1";"90";"Wind blowing from the north";"6";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"21.5";"";"";"200-300";"";"";"";"12.6";"";"";"";"";"";"";
"08.04.2018 23:00";"14.5";"742.3";"757.3";"-0.5";"90";"Wind blowing from the north";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"08.04.2018 22:00";"14.4";"742.4";"757.4";"0.0";"87";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"08.04.2018 21:00";"14.7";"742.6";"757.6";"-0.1";"85";"Wind blowing from the north-northwest";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"08.04.2018 20:00";"15.5";"742.8";"757.8";"0.1";"79";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"08.04.2018 19:00";"16.1";"742.4";"757.4";"-1.0";"76";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"08.04.2018 18:00";"16.1";"742.7";"757.7";"-1.9";"74";"Wind blowing from the north";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.5";"";"";"";"";"";"";
"08.04.2018 17:00";"17.1";"742.7";"757.7";"-1.6";"67";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"08.04.2018 16:00";"18.0";"743.4";"758.4";"-1.4";"65";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"08.04.2018 15:00";"18.4";"744.6";"759.7";"-1.3";"59";"Wind blowing from the north-west";"8";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"08.04.2018 14:00";"19.2";"744.3";"759.3";"-2.2";"57";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"08.04.2018 13:00";"19.0";"744.8";"759.9";"-2.6";"59";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"08.04.2018 12:00";"19.0";"745.9";"761.0";"-1.7";"63";"Wind blowing from the north-northwest";"7";"";"";"100%.";"No significant weather observed. ";"";"";"10.2";"";"";"";"600-1000";"";"";"";"11.8";"";"";"";"";"";"";
"08.04.2018 11:00";"17.2";"746.5";"761.5";"-1.0";"70";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"08.04.2018 10:00";"15.3";"747.4";"762.4";"-0.1";"81";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"08.04.2018 09:00";"14.1";"747.6";"762.7";"0.0";"85";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.6";"No precipitation";"24";"";"";"";"";
"08.04.2018 08:00";"13.6";"747.5";"762.6";"-0.2";"86";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"08.04.2018 07:00";"12.8";"747.5";"762.6";"-0.1";"88";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"08.04.2018 06:00";"12.3";"747.6";"762.7";"0.0";"88";"Wind blowing from the north";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.4";"";"";"";"";"";"";
"08.04.2018 05:00";"12.2";"747.7";"762.7";"-0.3";"86";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"08.04.2018 04:00";"11.7";"747.6";"762.7";"-0.4";"83";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"08.04.2018 03:00";"12.4";"747.6";"762.7";"-0.7";"80";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"08.04.2018 02:00";"12.5";"748.0";"763.1";"-0.4";"77";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"08.04.2018 01:00";"11.5";"748.0";"763.1";"-0.5";"82";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"08.04.2018 00:00";"11.4";"748.3";"763.5";"0.0";"82";"Wind blowing from the north";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"18.7";"";"";"2000-2500";"";"";"";"8.4";"";"";"";"";"";"";
"07.04.2018 23:00";"10.6";"748.4";"763.6";"0.3";"85";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"07.04.2018 22:00";"10.8";"748.5";"763.6";"0.6";"86";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"07.04.2018 21:00";"10.8";"748.3";"763.4";"0.7";"86";"Wind blowing from the north";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"07.04.2018 20:00";"12.3";"748.1";"763.3";"1.0";"80";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"07.04.2018 19:00";"13.1";"747.9";"763.0";"1.1";"76";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"07.04.2018 18:00";"13.5";"747.6";"762.7";"0.9";"72";"Wind blowing from the north-northwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.6";"";"";"";"";"";"";
"07.04.2018 17:00";"15.1";"747.1";"762.1";"0.3";"61";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"07.04.2018 16:00";"15.7";"746.8";"761.9";"-0.6";"59";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"07.04.2018 15:00";"17.9";"746.7";"761.8";"-1.5";"41";"Wind blowing from the north-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
"07.04.2018 14:00";"17.7";"746.8";"761.9";"-1.8";"41";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"07.04.2018 13:00";"18.3";"747.4";"762.5";"-1.7";"41";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"";"";"";"";"";"";
"07.04.2018 12:00";"17.2";"748.2";"763.3";"-1.0";"58";"Wind blowing from the north-northwest";"4";"";"";"50%.";"No significant weather observed. ";"";"";"6.9";"";"";"";"600-1000";"";"";"";"8.9";"";"";"";"";"";"";
"07.04.2018 11:00";"14.3";"748.6";"763.7";"-0.6";"63";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"07.04.2018 10:00";"14.8";"749.1";"764.2";"0.0";"64";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"07.04.2018 09:00";"13.2";"749.2";"764.3";"0.3";"67";"Wind blowing from the north";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.2";"No precipitation";"24";"";"";"";"";
"07.04.2018 08:00";"10.3";"749.2";"764.3";"0.2";"79";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"07.04.2018 07:00";"8.1";"749.1";"764.2";"0.2";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"07.04.2018 06:00";"7.0";"748.9";"764.0";"0.0";"80";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"07.04.2018 05:00";"8.3";"749.0";"764.2";"-0.5";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"07.04.2018 04:00";"7.7";"748.9";"764.0";"-0.6";"78";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"07.04.2018 03:00";"9.1";"748.9";"764.1";"-0.7";"74";"Wind blowing from the south";"1";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.7";"No precipitation";"6";"";"";"";"";
"07.04.2018 02:00";"10.1";"749.5";"764.7";"-0.3";"71";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"07.04.2018 01:00";"10.2";"749.5";"764.6";"-0.6";"72";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"07.04.2018 00:00";"9.7";"749.6";"764.8";"-0.4";"74";"Wind blowing from the west-southwest";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"19.0";"";"";"1000-1500";"";"";"";"5.3";"";"";"";"";"";"";
"06.04.2018 23:00";"10.8";"749.8";"765.0";"0.1";"71";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"06.04.2018 22:00";"11.2";"750.1";"765.2";"0.8";"65";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"06.04.2018 21:00";"11.4";"750.0";"765.1";"1.1";"62";"Wind blowing from the south-southeast";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.2";"No precipitation";"6";"";"";"";"";
"06.04.2018 20:00";"11.6";"749.7";"764.8";"1.1";"57";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.04.2018 19:00";"11.9";"749.3";"764.5";"1.1";"58";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"06.04.2018 18:00";"12.8";"748.9";"764.0";"1.0";"53";"Wind blowing from the south-southeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.5";"";"";"";"";"";"";
"06.04.2018 17:00";"14.3";"748.6";"763.7";"1.1";"46";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"06.04.2018 16:00";"16.2";"748.2";"763.3";"0.5";"39";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"06.04.2018 15:00";"16.2";"747.9";"763.0";"-0.1";"40";"Wind blowing from the south-east";"7";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.6";"No precipitation";"6";"";"";"";"";
"06.04.2018 14:00";"18.3";"747.5";"762.6";"-0.4";"37";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.04.2018 13:00";"17.0";"747.7";"762.8";"-0.2";"51";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"06.04.2018 12:00";"16.5";"748.0";"763.1";"0.2";"56";"Wind blowing from the south-southeast";"6";"";"";"40%.";"No significant weather observed. ";"";"";"7.7";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.7";"";"";"";"";"";"";
"06.04.2018 11:00";"15.7";"747.9";"763.0";"0.5";"68";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"06.04.2018 10:00";"15.2";"747.9";"763.0";"1.2";"71";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"06.04.2018 09:00";"13.4";"747.8";"762.9";"1.5";"80";"Wind blowing from the north-northwest";"1";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.0";"No precipitation";"24";"";"";"";"";
"06.04.2018 08:00";"11.5";"747.4";"762.4";"1.4";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"06.04.2018 07:00";"8.7";"746.7";"761.8";"1.2";"96";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"06.04.2018 06:00";"8.2";"746.3";"761.4";"1.0";"94";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"7.3";"";"";"";"";"";"";
"06.04.2018 05:00";"10.3";"746.0";"761.1";"0.7";"95";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"06.04.2018 04:00";"11.0";"745.5";"760.6";"0.4";"94";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"06.04.2018 03:00";"11.3";"745.3";"760.3";"0.0";"93";"Wind blowing from the north";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"06.04.2018 02:00";"11.0";"745.3";"760.4";"-0.1";"95";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"06.04.2018 01:00";"10.7";"745.1";"760.2";"-0.3";"94";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"06.04.2018 00:00";"10.5";"745.3";"760.4";"0.2";"90";"Wind blowing from the north";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"20.1";"";"";"2000-2500";"";"";"";"8.9";"";"";"";"";"";"";
"05.04.2018 23:00";"9.9";"745.4";"760.5";"0.7";"88";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"05.04.2018 22:00";"10.6";"745.4";"760.5";"1.1";"86";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"05.04.2018 21:00";"12.1";"745.1";"760.2";"1.3";"83";"Wind blowing from the north-northwest";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"05.04.2018 20:00";"12.7";"744.7";"759.7";"1.3";"84";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"05.04.2018 19:00";"12.8";"744.3";"759.3";"0.8";"83";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.04.2018 18:00";"14.5";"743.8";"758.8";"0.6";"75";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.1";"";"";"";"";"";"";
"05.04.2018 17:00";"17.4";"743.4";"758.4";"0.2";"65";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"05.04.2018 16:00";"19.1";"743.5";"758.5";"0.0";"56";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"05.04.2018 15:00";"19.1";"743.2";"758.2";"-0.9";"55";"Wind blowing from the north-northwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"05.04.2018 14:00";"18.9";"743.2";"758.2";"-1.3";"54";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"05.04.2018 13:00";"18.7";"743.5";"758.5";"-1.3";"57";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.04.2018 12:00";"17.2";"744.1";"759.1";"-0.8";"58";"Wind blowing from the north";"7";"";"";"40%.";"No significant weather observed. ";"";"";"9.1";"";"";"";"600-1000";"";"";"";"8.9";"";"";"";"";"";"";
"05.04.2018 11:00";"16.0";"744.5";"759.6";"-0.5";"59";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"05.04.2018 10:00";"15.9";"744.8";"759.9";"0.4";"68";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.04.2018 09:00";"12.7";"744.9";"760.0";"0.0";"79";"Wind blowing from the north-northwest";"9";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"9.2";"No precipitation";"24";"";"";"";"";
"05.04.2018 08:00";"12.1";"745.0";"760.0";"0.2";"84";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"05.04.2018 07:00";"10.9";"744.4";"759.5";"-0.4";"88";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"05.04.2018 06:00";"11.8";"744.9";"760.0";"-0.3";"86";"Wind blowing from the north";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"9.5";"";"";"";"";"";"";
"05.04.2018 05:00";"12.3";"744.8";"759.9";"-0.8";"86";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"05.04.2018 04:00";"12.7";"744.8";"759.9";"-0.9";"91";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
